ID,Answer
4946-3-1,小河流
4946-3-2,二氧化碳
4946-3-3,調節氣溫
4946-3-4,河川是一個天然的水道，通常為淡水，流向海洋、湖泊或另一條河川。在少數的情況下，河川在進入另一個水體之前，會先流入地面或完全蒸發。小河流又被稱為溪流、小溪或小河。河川是水文循環的一個部分，可以收集地表徑流水；補充地下水及泉水；將儲存型態為冰川和積雪的水資源釋出至環境中。地球上的大氣層是維持生態系統運作的一個重要因素，這層壟罩地球的薄薄的氣體是由重力所吸引聚集而成。乾燥空氣是由78%的氮氣、21%的氧氣及1%的氬氣及惰性氣體，如二氧化碳所組成。其它氣體通常被稱為微量氣體，其中有溫室氣體，如水蒸氣、二氧化碳、甲烷、一氧化二氮、臭氧。過濾後的空氣有其它微量化學物質的蹤跡。在未過濾的空氣中，存在著許多微量的自然物質，包括灰塵，花粉和孢子，浪花，火山灰和流星。各種化學物質也可能存在於空氣中，如氯、氟化合物、元素汞、二氧化硫和硫的化合物如SO2。地球大氣的臭氧層能夠減少紫外線輻射到達地球表面的量，保護地表上生物的DNA不被紫外線損壞。大氣層還有調節氣溫的功能，在晚間可以保存熱量，減少每日極端溫度的產生。氣候包括溫度，濕度，氣壓，風力，降水量，大氣粒子數及眾多其他氣象要素在很長時期及特定區域內的統計數據。與氣候相比，天氣是指這些氣象要素在近兩周內的實時狀態。氣候可根據不同氣象要素的平均範圍和特殊範圍進行分類，最常採用的變數為溫度和降水量。其中最常使用Koppen氣候分類系統。
6032-1-1,哈林河
6032-1-2,曼哈頓
6032-1-3,美國
6107-1-1,法國
6107-1-2,普法戰爭
6107-1-3,毛奇
6107-2-1,麥茨要塞
6107-2-2,9月1日
6107-2-3,法蘭西第二帝國
5731-2-1,北京電視台
5731-2-2,1958年
5731-2-3,1978年
5731-2-4,1988年
5731-4-1,2014年
5731-4-2,2016年
5731-4-3,1999年
5731-4-4,中央電視台高清綜合頻道
6020-1-1,豐田汽車
6020-1-2,1964年
6020-1-3,豐田汽車
6020-1-4,1980年代
6020-3-1,43.4%
6020-3-2,1990年代
6020-3-3,聯盟合作
6464-7-1,契約經濟
6464-7-2,石油危機
6464-7-3,37年
6047-2-1,新石器時代
6047-2-2,金石並用時代
6047-2-3,階級社會
6088-2-1,2000年
6088-2-2,交通部觀光局東北角暨宜蘭海岸國家風景區管理處
6088-2-3,福建林家
3324-1-1,中華民國實業部
3324-1-2,經濟部
3324-1-3,《中華民國臨時政府組織大綱》
3324-1-4,農礦部
1196-10-1,盟旗制
1196-10-2,盟旗制
1196-10-3,光緒十年
6214-1-1,中華人民共和國
6214-1-2,兩個
6214-1-3,1952年
6214-2-1,1966年
6214-2-2,被迫外遷
6214-2-3,國家地質總局
6214-4-1,1975年
6214-4-2,高等學校新生入學考試制度
6214-4-3,1980年
6214-5-1,1987年
6214-5-2,1987年
6214-5-3,地質類學科
1179-1-1,8200年
1179-1-2,道縣玉蟾岩
1179-1-3,玉米
1179-10-1,鬍鬚狀
1179-10-2,自體授粉
1179-10-3,隔壁雌粉上頭。與雌粉子房
1179-13-1,長高約八公分
1179-13-2,左手的大拇指
1179-13-3,八公分
1179-15-1,金黃飽滿
1179-15-2,三合院的前院
1179-15-3,免耕拋秧法
1179-22-1,米香
1179-22-2,米菓
1179-22-3,港式酒樓
1179-28-1,嚇阻鳥群
1179-28-2,製造空氣污染
1179-28-3,就地掩埋
1179-29-1,約5～8％
1179-29-2,亞洲
1179-29-3,國際水稻基因定序工程
1179-3-1,1083種
1179-3-2,粳稻
1179-3-3,中國科學院上海生命科學研究院韓斌為首的研究團隊，匯集出巨大資料庫，用來比對稻米基因體序列之細微變化。此資料庫涵蓋各地不同類型的普通野生稻計446種，粳稻和秈稻共1083種。野生稻是現在食用、販賣稻米的原生種。若干理論認為秈稻與野生稻是各自獨立栽培出來的，研究人員表示，透過拼出稻米品種的譜系，就能證明這種理論是錯的。第一種秈稻應是由粳稻和野生稻雜交培育而成。這個雜交種後來傳到東南亞、南亞，農民為適應各地環境，栽培出數種品種，因而產生獨特的秈稻。秈稻有20%左右為直鏈澱粉。屬中黏性。秈稻起源於亞熱帶，種植於熱帶和亞熱帶地區，生長期短，在無霜期長的地方一年可多次成熟。去殼成為秈米後，外觀細長、透明度低。
1179-33-1,「你吃飯了嗎？」
1179-33-2,李紳
1179-33-3,農歷新年
1179-38-1,農耕節
1179-38-2,南越地區
1179-38-3,越南
1179-4-1,紅
1179-4-2,一年
1179-4-3,粳稻
6018-1-1,二
6018-1-2,西洋棋殘局
6018-1-3,11世紀
5780-10-1,心室底壁組織
5780-10-2,球皺褶
5780-10-3,球皺褶
5780-15-1,內層的漿膜心包和外層的纖維心包
5780-15-2,髒層
5780-15-3,髒層
5780-15-4,閏盤
5780-15-5,階梯狀
5780-16-1,連接子
5780-16-2,鈣離子
5780-16-3,機械門控通道
5780-17-1,自律性
5780-17-2,神經源性
5780-17-3,自律心肌細胞
5780-22-1,第二心音
5780-22-2,第二心音
5780-22-3,心房音
5780-22-4,第二心音
5780-3-1,靜止心率
5780-3-2,心血管疾病
5780-3-3,聽診器
5780-6-1,管道
5780-6-2,兩棲動物
5780-6-3,雙循環泵
2500-1-1,微波訊號
2500-1-2,類比訊號
2500-1-3,90年代
2500-1-4,法國電信
6169-1-1,15個
6169-1-2,自由聯合關係
6169-1-3,1964年
6169-2-1,完成了內部自治的體制
6169-2-2,阿瓦魯阿
6169-2-3,火山活動
6089-1-1,在軌道上驅動列車
6089-1-2,在列車前面拉動
6089-1-3,縱貫鐵路山線段
6089-3-1,喬治·史蒂芬生
6089-3-2,第一條公共蒸汽鐵路
6089-3-3,第二次世界大戰
4997-10-1,1945年
4997-10-2,南斯拉夫社會主義聯邦共和國
4997-10-3,土耳其
4997-10-4,亞歷山大一世被刺殺
4997-2-1,1924年
4997-2-2,亞歷山大一世
4997-2-3,塞爾維亞反對黨
4997-4-1,1920年
4997-4-2,政府採取反共措施
4997-4-3,牛隻列印問題
4997-5-1,普選制度
4997-5-2,國家成立後有爭取婦女普選權的運動，故此只是把普選局限於男性
4997-5-3,激進黨
4997-7-1,1928年
4997-7-2,「1月6日獨裁」
4997-7-3,亞歷山大一世
4997-8-1,1932年
4997-8-2,馬其頓內部革命組織
4997-8-3,種族區分
4997-8-4,8月26日
4997-9-1,1939年
4997-9-2,英國
4997-9-3,米蘭·內迪奇將軍
4944-3-1,1599年
4944-3-2,德川家康
4944-3-3,閏3月19日
4944-6-1,德川家康
4944-6-2,1603年
4944-6-3,毛利家
5677-3-1,成熟階段
5677-3-2,消亡階段
5677-3-3,不穩定性
6332-2-1,德川家康
6332-2-2,中日甲午戰爭
6332-2-3,1945年
6332-3-1,1949年
6332-3-2,為會議提供傳譯服務
6332-3-3,廣島市
3557-1-1,太白，號青蓮居士
3557-1-2,李白
3557-1-3,賀知章
3557-1-4,唐文宗
3557-1-5,杜甫
5644-2-1,《時代》
5644-2-2,摩利爾法學院
5644-2-3,甘迺迪政府學院
5644-5-1,美國大蕭條時期
5644-5-2,60年代
5644-5-3,印第安納大學俱樂部
5644-6-1,1999年
5644-6-2,愛格思海金斯公司
5644-6-3,貝聿銘
5714-2-1,乾旱
5714-2-2,夏季
5714-2-3,文章奧府
5714-2-4,黃庭堅的曾祖父黃中理
5714-2-5,周敦頤
3224-1-1,隆武帝
3224-1-2,田川氏出身於日本肥前國平戶島。鄭成功出生於母親的故鄉平戶
3224-1-3,倭寇
3224-1-4,台南
3224-1-5,荷蘭人
3224-9-1,銃炮
3224-9-2,海澄公
3224-9-3,以兵馬繁多，非數省不足安插
3224-9-4,李定國
3224-9-5,承諾給予興、泉、漳、潮四郡為封地
1154-10-1,北非的希波大會
1154-10-2,新約正典
1154-10-3,德語聖經
1154-2-1,猶太基督徒
1154-2-2,外邦人
1154-2-3,公元185年
5603-1-1,31個
5603-1-2,29.48萬人
5603-1-3,2009年
5423-1-1,湘西土家族苗族自治州
5423-1-2,花垣鎮
5423-1-3,茶峒鎮
5423-1-4,補抽鄉
6261-1-1,上海鐵路局
6261-1-2,上海南站
6261-1-3,1905年
6261-2-1,西排立
6261-2-2,76間
6261-2-3,對於旅客的換乘和貨物運輸十分不利
6261-7-1,1987年
6261-7-2,為迎接2010年上海世界博覽會的召開
6261-7-3,「三跨一懸挑」
4876-3-1,蝸牛狀
4876-3-2,淋巴液
4876-3-3,耳蝸核
4876-5-1,蝸頂
4876-5-2,聲音引起基底膜的波動是一種行波，從耳蝸基部開始逐步向蝸頂移動，在移動過程中行波的振幅是變化的，振幅最大點的位置及行波移動的距離都隨聲音的頻率而變，振幅最大點在高頻刺激時靠近耳蝸基部，頻率逐漸降低時它逐漸向蝸頂移動，行波振幅最大處基底膜受刺激最強，其位置與頻率的關係是耳蝸頻率分析的基礎。行波理論正確描述了500Hz以上的聲音引起的基底膜活動，但難以解釋500Hz以下的聲音對基底膜的影響。聽神經不同的纖維受刺激後發出的神經衝動可以在時間上錯開，分別與聲波不同的周期同步，每一聲波周期因而都可以有一定數量的纖維同步發放，叫做排放。總體上排放的頻率便與聲音頻率一致，形成聽覺頻率分析的依據。在聽神經纖維上記錄神經衝動的實驗表明，神經衝動不一定是每一聲波周期都發放一次，高頻時一般要隔若干周期才發放一次，但發放的時間總是和聲波周期的相位保持良好的同步關係，說明衝動排放的組成是具備必要條件的。但頻率理論難以解釋人而對聲音頻率的分析。因為基底膜無法做每秒1000次以上的快速運動。這是和人耳能夠接受超過1000Hz以上的聲音不符合的。
4876-5-3,每一聲波周期因而都可以有一定數量的纖維同步發放
5448-1-1,濃度低時
5448-1-2,可以麻痺嗅覺神經
5448-1-3,氫硫酸
5626-2-1,中央窩
5626-2-2,一個
5626-2-3,兩層
5626-4-1,視錐細胞
5626-4-2,紅色
5626-4-3,視網膜神經節細胞
6491-1-1,環境保護主義
6491-1-2,試圖平衡人類和各種自然系統的關係
6491-1-3,環境保護主義
6491-10-1,反文化運動
6491-10-2,1972年
6491-10-3,以和平方式抱住大樹來阻止森林砍伐
6491-13-1,瀕危物種
6491-13-2,通過非暴力方式反對環境破壞行為
6491-13-3,1992年
6491-4-1,煤煙消除會
6491-4-2,1926年
6491-4-3,《1956年清潔空氣法》
2493-13-1,小選舉區制
2493-13-2,長崎縣第1區
2493-13-3,第45屆日本眾議院議員總選舉
2493-13-4,中村法道
2493-13-5,2015年
2493-14-1,第二產業
2493-14-2,耕地面積
2493-14-3,肉牛
2493-14-4,草莓
2493-15-1,15625億
2493-15-2,造船業
2493-15-3,三菱重工業
2493-15-4,三菱重工業
2493-17-1,卓袱
2493-17-2,什錦麵
2493-17-3,陳平順
2493-17-4,卡斯特拉
2493-8-1,土地改革
2493-8-2,三菱
2493-8-3,離島機場
2493-8-4,976毫米
3253-4-1,土耳其
3253-4-2,1963年
3253-4-3,20%
3253-4-4,38%
6413-3-1,2014年
6413-3-2,2013年
6413-3-3,資格賽賽制
2478-5-1,羅納爾迪尼奧
2478-5-2,2-0
2478-5-3,金靴獎
2478-5-4,2010年世界盃
2478-5-5,第18
6263-1-1,義大利
6263-1-2,羅馬帝國
6263-1-3,雷焦卡拉布里亞國家考古博物館
5494-1-1,安定
5494-1-2,1955年
5494-1-3,紅水河
5494-1-4,忻城縣
5381-2-1,銅的礦物
5381-2-2,耐腐蝕性
5381-2-3,鐵
4965-1-1,愛爾蘭語
4965-1-2,愛爾蘭共和國
4965-1-3,希伯來語
4965-1-4,從事農業生產和飼養家畜
6039-2-1,通古斯地區過於偏遠
6039-2-2,1927年
6039-2-3,沒有
1177-18-1,136.03萬人
1177-18-2,1352人／平方公里
1177-18-3,漢族
1177-20-1,2555公里
1177-20-2,2015年年底
1177-20-3,中山
1177-3-1,趙佗
1177-3-2,吳國
1177-3-3,八王之亂
1177-30-1,五桂山
1177-30-2,中山
1177-30-3,中山
1177-34-1,初中
1177-34-2,孫中山
1177-34-3,孫中山
1177-4-1,中山盛產海鹽
1177-4-2,宋端宗
1177-4-3,南宋紹興二十二年
5408-1-1,鍾祥蘭台宮
5408-1-2,興王
5408-1-3,國家歷史文化名城
5408-1-4,亞熱帶季風氣候
5408-1-5,磷礦石
6364-3-1,《南華早報》
6364-3-2,巴拉克·歐巴馬
6364-3-3,佔領行動
6323-2-1,1990年代
6323-2-2,外星人入侵地球電影
6323-2-3,超級英雄
5641-1-1,1500公里
5641-1-2,格爾拉赫峰
5641-1-3,塔特拉山
3284-1-1,拉丁文
3284-1-2,公民化
3284-1-3,文化類似
3284-1-4,美索不達米亞的蘇美爾人
3284-1-5,技術發明
6055-13-1,溫尼伯國際機場
6055-13-2,希洛分基地
6055-13-3,加拿大第三師
6055-4-1,黑土地
6055-4-2,極端大陸性氣候
6055-4-3,大致平坦的地貌
6055-5-1,2007年
6055-5-2,潮濕的大陸性氣候帶
6055-5-3,省級公園
6055-5-4,游隼
5401-1-1,威斯康辛大學麥迪遜分校
5401-1-2,社會學
5401-1-3,1849年
5401-1-4,麗貝卡·布蘭克
2525-1-1,死亡
2525-1-2,協助自殺
2525-1-3,思覺失調症
2525-1-4,生命線
2525-12-1,病態賭徒
2525-12-2,愛滋病毒
2525-12-3,日本
2525-12-4,失眠
2525-2-1,殺蟲劑中毒
2525-2-2,五倍
2525-2-3,亞伯拉罕諸教
2525-2-4,日本武士時代
2525-2-5,英國精神醫學期刊
2525-21-1,伊斯蘭教
2525-21-2,印度教經文
2525-21-3,非暴力實踐空腹死刑
2525-21-4,佛教
2525-3-1,法律
2525-3-2,阿拉伯宗教
2525-3-3,佛教
2525-3-4,精神醫學
2525-3-5,中華人民共和國衛生部
2525-6-1,三倍
2525-6-2,大量安眠藥
2525-6-3,29萬人
2525-6-4,43人
2525-7-1,2000年
2525-7-2,23406人
2525-7-3,經濟
2525-7-4,工業國家
2525-9-1,40人
2525-9-2,1945年
2525-9-3,蒂羅爾
2525-9-4,120%
2525-9-5,上吊方式
6191-1-1,在一固定期間內，一家機構的現金增減變動情形
6191-1-2,財務分析工具
6191-1-3,「資產負債表」
1161-11-1,駱克道
1161-11-2,1990年代
1161-11-3,電影院，當中很多現已不復存在
1161-12-1,外國人
1161-12-2,莫敦梅
1161-12-3,沒有完整校舍
1161-18-1,交通基建
1161-18-2,灣仔碼頭
1161-18-3,2015年6月
1161-5-1,大道東附近
1161-5-2,莊士敦道
1161-5-3,告士打道
1161-6-1,灣仔
1161-6-2,茂蘿街
1161-6-3,藍屋
1161-9-1,較有消費能力的居民
1161-9-2,1920年代
1161-9-3,灣仔
2519-1-1,幾何學
2519-1-2,非歐幾里得幾何
2519-1-3,球面幾何學
2519-1-4,歐德謨
6312-1-1,「豫
6312-1-2,89萬人
6312-1-3,1939年
2535-1-1,外太空
2535-1-2,航宇
2535-1-3,著陸
2535-1-4,軍用航太
2535-1-5,非商用
6095-1-1,明朝
6095-1-2,朱棣
6095-1-3,為了鞏固自己及子孫的統治
6095-10-1,鐵鉉
6095-10-2,濟南
6095-10-3,鐵鉉
6095-20-1,朱棣
6095-20-2,朱文圭
6095-20-3,反對建文帝削藩
6095-3-1,為了提防燕王謀反
6095-3-2,由於屬下被朝廷處死
6095-3-3,七月初四
6095-4-1,指國君身邊的齊泰和黃子澄為奸臣
6095-4-2,七月十一
6095-4-3,朱棣
6250-3-1,雲騎尉
6250-3-2,益州
6250-3-3,唐玄宗
6455-4-1,早已不滿北條氏專制政權
6455-4-2,東勝寺一役
6455-4-3,足利尊氏
5689-2-1,1897年
5689-2-2,福島縣會津地區
5689-2-3,1900年
5689-2-4,1905年
1155-9-1,巴雷
1155-9-2,索馬利亞政府司法系統為基礎，其相似性包括：一個確認伊斯蘭教法
1155-9-3,伊斯蘭教法
5775-1-1,總兵官
5775-1-2,14世紀末
5775-1-3,清朝
5775-1-4,明朝時期
1194-11-1,多倫多
1194-11-2,多倫多
1194-11-3,有色人種
1194-13-1,十年
1194-13-2,多倫多運輸局
1194-13-3,9月
1194-7-1,猶太人
1194-7-2,1960年代
1194-7-3,1980年代
1194-8-1,1998年1月1日
1194-8-2,1967年
1194-8-3,1998年1月1日
1194-9-1,46公里
1194-9-2,大多倫多地區
1194-9-3,安大略湖
5755-1-1,廣東省
5755-1-2,瓊州海峽
5755-1-3,民國三十八年
5755-3-1,民國28年
5755-3-2,解放軍
5755-3-3,民國39年
5755-5-1,《劃一現行各道地方行政官廳組織令》
5755-5-2,民國9年
5755-5-3,高要
5755-7-1,南海縣
5755-7-2,民國19年
5755-7-3,民國32年
5755-7-4,海南特別行政區海口市
5755-8-1,宣統三年九月十九日
5755-8-2,民國5年
5755-8-3,民國14年
5755-8-4,省務會議
5755-8-5,廣東省政府委員會
6021-1-1,中華人民共和國
6021-1-2,牟定縣
6021-1-3,「西南美麗的地方」
6021-2-1,71.7公里
6021-2-2,南華縣
6021-2-3,回族
6322-3-1,二十歲
6322-3-2,李東陽
6322-3-3,弘治十二年
6322-5-1,正德十一年
6322-5-2,正德十三年
6322-5-3,平定南昌的寧王宸濠之亂
6478-10-1,383年
6478-10-2,朱序
6478-10-3,秦軍
6478-15-1,幽州
6478-15-2,採胡漢分治的制度
6478-15-3,北魏
6478-15-4,僑州郡縣
6478-2-1,東晉時期
6478-2-2,匈奴
6478-2-3,陳寅恪
6478-23-1,為了躲避戰亂
6478-23-2,軍事防衛
6478-23-3,承擔國家賦役
6478-25-1,人民頻繁的遷移
6478-25-2,李氏。李雄
6478-25-3,姑臧
6478-25-4,王猛
6478-28-1,當時儒教興盛
6478-28-2,佛教
6478-28-3,西晉
6478-28-4,佛學論書
6478-3-1,川本芳昭
6478-3-2,《資治通鑑》
6478-3-3,南宋洪邁
1160-11-1,關島組織法
1160-11-2,1999年
1160-11-3,1973年
1160-2-1,查莫洛人
1160-2-2,巴黎條約
1160-2-3,關島原住民
6040-2-1,420年
6040-2-2,修道主義
6040-2-3,當耶柔米時在伯利恆修道院
1156-1-1,都市計劃
1156-1-2,都市計劃
1156-1-3,城市物質形態
1156-11-1,規劃
1156-11-2,交通運輸部
1156-11-3,幹線道路
1156-4-1,印度河文明
1156-4-2,紐約市
1156-4-3,希波丹姆
1156-6-1,非常小
1156-6-2,烏托邦
1156-6-3,1970年
5457-1-1,聶耳
5457-1-2,《義勇軍進行曲》
5457-1-3,李煥之
5457-11-1,李克強
5457-11-2,上海楊浦區大連路
5457-11-3,2010年
5457-3-1,九一八事變
5457-3-2,聶耳
5457-3-3,《血盟救國軍軍歌》
5457-6-1,1968年
5457-6-2,《東方紅》
5457-6-3,1975年
5457-6-4,田春蔚
1166-2-1,2002年
1166-2-2,1800個
1166-2-3,維基媒體
1166-4-1,維基媒體基金會
1166-4-2,媒體維基
1166-4-3,第三名
1166-8-1,24%
1166-8-2,為了使編輯長頁面更容易
1166-8-3,第一個用戶嘗試儲存網頁時
6324-1-1,木衛一
6324-1-2,宙斯的戀人之一：埃歐，祂是希拉的女祭司
6324-1-3,硫磺
6324-11-1,未來以任何方式著陸埃歐的探測器都不需要安裝隔熱板來保護儀器
6324-11-2,二氧化硫
6324-11-3,因為該處是最溫暖的
6324-11-4,沒有磁場
6324-4-1,巴納德
6324-4-2,鈉鹽
6324-4-3,高輻射的環境
3517-2-1,奧斯卡·赫特維希
3517-2-2,有絲分裂
3517-2-3,卵細胞受精作用的研究顯示，精子的細胞核
3517-2-4,核質
3297-2-1,1835年
3297-2-2,1835年
3297-2-3,穆昆
3297-2-4,四品
3478-2-1,東漢
3478-2-2,越南陳朝
3478-2-3,喃字
3478-2-4,尊漢思想
3478-2-5,亞歷山大·羅德
3478-3-1,1919年
3478-3-2,漢語
3478-3-3,漢語
3478-3-4,儒字
3478-3-5,古漢語
3478-4-1,《金雲翹傳》
3478-4-2,漢字
3478-4-3,致使它呈現相當混亂的文字使用現象。這現象就如同廣西的方塊壯文書寫一樣，文字的使用並未達成相當的標準化。雖然喃字在越南很早就出現了、而且又是越南人自造的土產，然而它卻沒有辦法取代漢字或與漢字並駕齊驅，蔣為文指出主要有三大原因：第一，受中國價值觀之影響。因為漢字在中國被視為唯一的正統文字，而越南又把中國奉為宗主國，致使越南各朝代均把漢字奉為圭臬、不敢對之不敬。唯一少數欲推行喃字的例子為胡季犛及光中等，然而他們在位期間甚短，致使對喃字的發展影響有限。其中胡季犛因大力推行喃字，因而在中國明朝入侵越南時被押回囚禁在北京。第二，受科舉制度之束縛。由於各朝代均將漢字列為正統、並列在科舉考試之內，致使想當官的文人不得不學漢字、背誦四書五經等。一旦這些人考試入取、功成名就後，當然就繼續擁護漢字的正統地位，因為這樣才能維護他們的既得利益。相形之下，那些沒錄取、略懂漢字的文人因生活周遭與勞苦大眾接觸，為了反應實際需要，就傾向於使用喃字。第三，喃字受先天文字限制。喃字主要是按形聲方式，結合二個漢字來造成一個新字。要懂喃字，一般要先會讀漢字。由於喃字的複雜及未標準化，使得喃字在推行上困難重重。
3478-4-4,受先天文字限制
6122-2-1,振州
6122-2-2,汪大淵
6122-2-3,爪哇
6122-4-1,何鳳山
6122-4-2,清宣統二年
6122-4-3,「永興」
3240-5-1,武漢大學
3240-5-2,1950年代
3240-5-3,國立武昌高等師範學校
3240-5-4,自強學堂
3240-5-5,商務印書館
5528-3-1,1943年
5528-3-2,斯芬·佩斯
5528-3-3,海軍少尉
5528-3-4,1951年
5528-9-1,釣魚台國賓館
5528-9-2,李·亞科卡
5528-9-3,克萊斯勒貸款法案
5528-9-4,共和黨
5771-1-1,江蘇淮安
5771-1-2,明治大學
5771-1-3,副主席
5771-10-1,朱德
5771-10-2,1972年
5771-10-3,上海
5771-10-4,三人團
5771-11-1,遵義會議
5771-11-2,張聞天
5771-11-3,朱德
5771-14-1,1939年
5771-14-2,蔣中正
5771-14-3,1939年
5771-18-1,1952年
5771-18-2,1957年
5771-18-3,計劃委員會
5771-18-4,高崗
5771-23-1,「殖民主義」
5771-23-2,1956年
5771-23-3,1964年
5771-24-1,1964年
5771-24-2,馬林諾夫斯基
5771-24-3,林彪
5771-25-1,周恩來
5771-25-2,「破四舊
5771-25-3,1968年
5771-27-1,1971年
5771-27-2,第26屆
5771-27-3,1972年
5771-27-4,1972年
5771-28-1,1972年
5771-28-2,中共中央副主席
5771-28-3,1973年
5771-3-1,清咸豐年間
5771-3-2,周貽淦
5771-3-3,1910年
5771-31-1,1976年
5771-31-2,鄧小平
5771-31-3,周恩來
5771-32-1,1976年
5771-32-2,反革命事件
5771-32-3,四五運動
5771-32-4,1976年
5771-33-1,鄧穎超
5771-33-2,1925年
5771-33-3,上海
5771-34-1,新婚之夜
5771-34-2,黨費
5771-34-3,莫斯科
6373-1-1,蒙古人
6373-1-2,漢地
6373-1-3,鐵木真於1206年統一漠北諸部族後建立的大蒙古國
6373-10-1,1235年
6373-10-2,命朮赤長子拔都、貴由與蒙哥、速不台等第二代蒙古王子
6373-10-3,乃馬真脫列哥那
